CVE,CVSS3,EPSS,EPSS Percentile,Description,Date
CVE-2019-7287,7.8,0.04076,0.88115,Apple iOS contains a memory corruption vulnerability which could allow an attacker to perform remote code execution.,2022-05-23
CVE-2019-0676,6.5,0.29573,0.96441,An information disclosure vulnerability exists when Internet Explorer improperly handles objects in memory. An attacker who successfully exploited this vulnerability could test for the presence of files on disk.,2022-05-23
CVE-2019-5786,6.5,0.89984,0.99558,Google Chrome Blink contains a heap use-after-free vulnerability that allows an attacker to potentially perform out of bounds memory access via a crafted HTML page.,2022-05-23
CVE-2019-0703,6.5,0.0844,0.91951,"An information disclosure vulnerability exists in the way that the Windows SMB Server handles certain requests, which could lead to information disclosure from the server.",2022-05-23
CVE-2019-0880,7.8,0.0137,0.79415,A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls. An attacker who successfully exploited the vulnerability could elevate privileges on an affected system from low-integrity to medium-integrity.,2022-05-23
CVE-2019-13720,8.8,0.90359,0.9958,Google Chrome WebAudio contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page.,2022-05-23
CVE-2019-11707,8.8,0.81363,0.99128,"Mozilla Firefox and Thunderbird contain a type confusion vulnerability that can occur when manipulating JavaScript objects due to issues in Array.pop, allowing for an exploitable crash.",2022-05-23
CVE-2019-11708,10.0,0.53987,0.97907,Mozilla Firefox and Thunderbird contain a sandbox escape vulnerability that could result in remote code execution.,2022-05-23
CVE-2019-8720,8.8,0.08241,0.91858,WebKitGTK contains a memory corruption vulnerability which can allow an attacker to perform remote code execution.,2022-05-23
CVE-2019-18426,8.2,0.58915,0.98132,A vulnerability in WhatsApp Desktop when paired with WhatsApp for iPhone allows cross-site scripting and local file reading.,2022-05-23
CVE-2019-1385,7.8,0.00381,0.58729,"A privilege escalation vulnerability exists when the Windows AppX Deployment Extensions improperly performs privilege management, resulting in access to system files.",2022-05-23
CVE-2019-1130,7.8,0.03987,0.8797,A privilege escalation vulnerability exists when Windows AppX Deployment Service (AppXSVC) improperly handles hard links.,2022-05-23
CVE-2018-5002,9.8,0.37375,0.97048,Adobe Flash Player have a stack-based buffer overflow vulnerability that could lead to remote code execution.,2022-05-23
CVE-2018-8589,7.8,0.04922,0.89223,A privilege escalation vulnerability exists when Windows improperly handles calls to Win32k.sys. An attacker who successfully exploited this vulnerability could run remote code in the security context of the local system.,2022-05-23
CVE-2022-30525,9.8,0.94445,0.99989,A command injection vulnerability in the CGI program of some Zyxel firewall versions could allow an attacker to modify specific files and then execute some OS commands on a vulnerable device.,2022-05-16
CVE-2022-22947,10.0,0.94474,0.99998,"Spring Cloud Gateway applications are vulnerable to a code injection attack when the Gateway Actuator endpoint is enabled, exposed and unsecured.",2022-05-16
CVE-2022-1388,,0.94456,0.99993,"F5 BIG-IP contains a missing authentication in critical function vulnerability which can allow for remote code execution, creation or deletion of files, or disabling services.",2022-05-10
CVE-2021-1789,8.8,0.00224,0.45052,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",2022-05-04
CVE-2019-8506,8.8,0.16048,0.94511,"A type confusion issue affecting multiple Apple products allows processing of maliciously crafted web content, leading to arbitrary code execution.",2022-05-04
CVE-2022-29464,9.8,0.94434,0.99982,"Multiple WSO2 products allow for unrestricted file upload, resulting in remote code execution.",2022-04-25
CVE-2022-26904,,0.30445,0.96533,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,2022-04-25
CVE-2022-21919,,0.00495,0.6472,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,2022-04-25
CVE-2022-0847,7.8,0.84348,0.99272,"Linux kernel contains an improper initialization vulnerability where an unprivileged local user could escalate their privileges on the system. This vulnerability has the moniker of ""Dirty Pipe.""",2022-04-25
CVE-2021-41357,,0.14568,0.94185,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2022-04-25
CVE-2021-40450,,0.15082,0.94298,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,2022-04-25
CVE-2019-1003029,9.9,0.91443,0.99651,"Jenkins Script Security Plugin contains a protection mechanism failure, allowing an attacker to bypass the sandbox.",2022-04-25
CVE-2018-6882,6.1,0.65605,0.98422,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability that might allow remote attackers to inject arbitrary web script or HTML.,2022-04-19
CVE-2019-3568,9.8,0.36028,0.96965,A buffer overflow vulnerability in WhatsApp VOIP stack allowed remote code execution via specially crafted series of RTCP packets sent to a target phone number.,2022-04-19
CVE-2022-22718,,0.07194,0.91206,Microsoft Windows Print Spooler contains an unspecified vulnerability which allow for privilege escalation.,2022-04-19
CVE-2022-22960,7.8,0.7463,0.98804,"VMware Workspace ONE Access, Identity Manager and vRealize Automation contain a privilege escalation vulnerability due to improper permissions in support scripts.",2022-04-15
CVE-2022-1364,8.8,0.08806,0.9215,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-04-15
CVE-2019-3929,9.8,0.93943,0.9987,"Multiple Crestron products are vulnerable to command injection via the file_transfer.cgi HTTP endpoint. A remote, unauthenticated attacker can use this vulnerability to execute operating system commands as root.",2022-04-15
CVE-2019-16057,9.8,0.94047,0.99889,The login_mgr.cgi script in D-Link DNS-320 is vulnerable to remote code execution.,2022-04-15
CVE-2018-7841,9.8,0.39097,0.97161,A SQL Injection vulnerability exists in U.motion Builder software which could cause unwanted code execution when an improper set of characters is entered.,2022-04-15
CVE-2010-5330,9.8,0.52725,0.97844,Certain Ubiquiti devices contain a command injection vulnerability via a GET request to stainfo.cgi.,2022-04-15
CVE-2022-22954,9.8,0.94441,0.99987,VMware Workspace ONE Access and Identity Manager allow for remote code execution due to server-side template injection.,2022-04-14
CVE-2022-24521,,0.02733,0.85384,Microsoft Windows Common Log File System (CLFS) Driver contains an unspecified vulnerability that allows for privilege escalation.,2022-04-13
CVE-2018-7602,9.8,0.94146,0.99903,A remote code execution vulnerability exists within multiple subsystems of Drupal that can allow attackers to exploit multiple attack vectors on a Drupal site.,2022-04-13
CVE-2018-20753,9.8,0.37234,0.97037,Kaseya VSA RMM allows unprivileged remote attackers to execute PowerShell payloads on all managed devices.,2022-04-13
CVE-2022-23176,8.8,0.17683,0.94826,WatchGuard Firebox and XTM appliances allow a remote attacker with unprivileged credentials to access the system with a privileged management session via exposed management access.,2022-04-11
CVE-2021-42287,,0.93954,0.99873,Microsoft Active Directory Domain Services contains an unspecified vulnerability that allows for privilege escalation.,2022-04-11
CVE-2021-42278,,0.94019,0.99883,Microsoft Active Directory Domain Services contains an unspecified vulnerability that allows for privilege escalation.,2022-04-11
CVE-2021-39793,7.8,0.00039,0.10102,Google Pixel contains a possible out-of-bounds write due to a logic error in the code that could lead to local escalation of privilege.,2022-04-11
CVE-2021-27852,9.8,0.21145,0.95425,Deserialization of Untrusted Data vulnerability in CheckboxWeb.dll of Checkbox Survey allows an unauthenticated remote attacker to execute arbitrary code.,2022-04-11
CVE-2021-22600,7.0,0.00074,0.22749,Linux Kernel contains a flaw in the packet socket (AF_PACKET) implementation which could lead to incorrectly freeing memory. A local user could exploit this for denial-of-service (DoS) or possibly for privilege escalation.,2022-04-11
CVE-2020-2509,9.8,0.74036,0.98775,QNAP NAS devices contain a command injection vulnerability which could allow attackers to perform remote code execution.,2022-04-11
CVE-2021-3156,7.8,0.92188,0.99705,"Sudo contains an off-by-one error that can result in a heap-based buffer overflow, which allows for privilege escalation.",2022-04-06
CVE-2021-31166,,0.92962,0.99765,Microsoft HTTP Protocol Stack contains a vulnerability in http.sys that allows for remote code execution.,2022-04-06
CVE-2022-22965,9.8,0.9446,0.99993,Spring MVC or Spring WebFlux application running on JDK 9+ may be vulnerable to remote code execution (RCE) via data binding.,2022-04-04
CVE-2022-22675,7.8,0.00531,0.66281,macOS Monterey contains an out-of-bounds write vulnerability that could allow an application to execute arbitrary code with kernel privileges.,2022-04-04
CVE-2022-22674,5.5,0.00145,0.35558,macOS Monterey contains an out-of-bounds read vulnerability that could allow an application to read kernel memory.,2022-04-04
CVE-2021-45382,9.8,0.94219,0.99916,A remote code execution vulnerability exists in all series H/W revisions routers via the DDNS function in ncc2 binary file.,2022-04-04
CVE-2022-26871,9.8,0.08567,0.92018,An arbitrary file upload vulnerability in Trend Micro Apex Central could allow for remote code execution.,2022-03-31
CVE-2022-1040,9.8,0.94439,0.99987,An authentication bypass vulnerability in User Portal and Webadmin of Sophos Firewall allows for remote code execution.,2022-03-31
CVE-2021-34484,,0.06173,0.90465,Microsoft Windows User Profile Service contains an unspecified vulnerability that allows for privilege escalation.,2022-03-31
CVE-2021-28799,9.8,0.88768,0.99487,QNAP NAS running HBS 3 contains an improper authorization vulnerability which can allow remote attackers to log in to a device.,2022-03-31
CVE-2021-21551,7.8,0.67441,0.98498,"Dell dbutil driver contains an insufficient access control vulnerability which may lead to escalation of privileges, denial-of-service (DoS), or information disclosure.",2022-03-31
